1,・4人家族ですが食費はいくらくらいが平均か,"・1か月の酒・外食除きの食費平均は2.96人で59,469円(2020.2)・4人家族では80,363円だが、子どもの年齢に左右されるためエンゲル係数25％(平均)を1つの目安にする・エンゲル係数（％）＝食費÷消費支出合計×100","■総務省　家計調査報告（2020年2月分）https://www.stat.go.jp/data/kakei/sokuhou/tsuki/pdf/fies_mr.pdf"
2,・年間100万円貯めるには,"・毎月6.7万円or毎月5万円＋ボーナス20万円×2回",
